iter	Logloss
584	0.08428053778
585	0.08417084938
586	0.08392060682
587	0.08372690477
588	0.08361722117
589	0.08351689867
590	0.08326320256
591	0.08303873235
592	0.08292392862
593	0.08281658738
594	0.08265350473
595	0.08244967218
596	0.08227610439
597	0.08214018784
598	0.08199939701
599	0.0818579548
600	0.08165112001
601	0.08154615778
602	0.08139647924
603	0.0813404438
604	0.08118386924
605	0.08095791527
606	0.08082977566
607	0.08068567827
608	0.08059973427
609	0.08044223494
610	0.08033455015
611	0.08018732642
612	0.08004923795
613	0.07989245709
614	0.07980915191
615	0.07970931187
616	0.07959900817
617	0.07942153077
618	0.07922458742
619	0.07907799537
620	0.07896601023
621	0.07884274592
622	0.07870874202
623	0.07861057494
624	0.07850756387
625	0.0784543618
626	0.07831106676
627	0.07813005748
628	0.07802943123
629	0.07792189484
630	0.07774971562
631	0.07758579981
632	0.07750413671
633	0.07742857793
634	0.07732125453
635	0.0772488002
636	0.0771758445
637	0.07703546364
638	0.07691233577
639	0.07679561131
640	0.07664915337
641	0.07653222152
642	0.07644672303
643	0.07630512442
644	0.07616731106
645	0.07609198879
646	0.07591682367
647	0.07584844851
648	0.07563754893
649	0.0754920209
650	0.07531595927
651	0.07516860016
652	0.0751043593
653	0.07500802444
654	0.07485761389
655	0.07468823165
656	0.07458125873
657	0.07449030337
658	0.07439149871
659	0.07430363911
660	0.07417972825
661	0.07405444213
662	0.07393396412
663	0.07372834964
664	0.07356814307
665	0.07346880836
666	0.07332167246
667	0.0732854201
668	0.07314203808
669	0.07300413317
670	0.07288256037
671	0.07273530652
672	0.07265912826
673	0.07261340925
674	0.07246044821
675	0.07236596713
676	0.072281985
677	0.07222524734
678	0.07210102277
679	0.07206854883
680	0.07194543183
681	0.07181603114
682	0.0716397706
683	0.07150481711
684	0.07138128485
685	0.07128706923
686	0.071148275
687	0.07105703055
688	0.07098694467
689	0.07085532242
690	0.0707245357
691	0.07057467447
692	0.07048548468
693	0.07026671838
694	0.07015965923
695	0.07000382157
696	0.06990987778
697	0.06975258233
698	0.06967320071
699	0.06948177761
700	0.06938652534
701	0.06928322063
702	0.06917431838
703	0.069043969
704	0.06891479667
705	0.06877822226
706	0.06868544153
707	0.06859135476
708	0.06842025196
709	0.06829902488
710	0.06822302034
711	0.06814718906
712	0.06805191967
713	0.06798398448
714	0.06783766534
715	0.06772339268
716	0.06758244535
717	0.06752380161
718	0.06743897984
719	0.06731859403
720	0.06719722219
721	0.06707534515
722	0.06698286108
723	0.0668747613
724	0.06681119749
725	0.06677241094
726	0.06664198947
727	0.06656496072
728	0.06645521737
729	0.06632938018
730	0.06620927218
731	0.06611389994
732	0.06606627871
733	0.0659819072
734	0.06589051645
735	0.06579947253
736	0.06566383839
737	0.06563283403
738	0.06553097707
739	0.06549494893
740	0.06545531094
741	0.06536819906
742	0.06527795555
743	0.06517297198
744	0.06505546158
745	0.06493125572
746	0.06481501829
747	0.06472822004
748	0.06460436555
749	0.06452059828
750	0.06443145659
751	0.06436519717
752	0.06424697302
753	0.06411338068
754	0.06401925495
755	0.06392862427
756	0.06385901415
757	0.06379210223
758	0.06369744064
759	0.06366966849
760	0.06362083966
761	0.0635689682
762	0.06340757205
763	0.06330833839
764	0.06321661333
765	0.06313655372
766	0.06303627637
767	0.06295213583
768	0.06285734357
769	0.0627778013
770	0.06269429033
771	0.0626238048
772	0.06255450287
773	0.06246074565
774	0.06238775188
775	0.06233919157
776	0.06221450355
777	0.0621452135
778	0.06203254181
779	0.06193603083
780	0.06188920383
781	0.06182611292
782	0.06181013187
783	0.0617137754
784	0.06164076775
785	0.06158078105
786	0.06155943334
787	0.0615082065
788	0.06143204074
789	0.06137025087
790	0.0613391821
791	0.06122737324
792	0.06110919256
793	0.06103273622
794	0.060915496
795	0.06084543576
796	0.06074063385
797	0.06067430823
798	0.06048962495
799	0.06043923008
800	0.06037264164
801	0.0602884872
802	0.06021283657
803	0.06013096797
804	0.06004778778
805	0.05998290753
806	0.05991117601
807	0.05987906384
808	0.05978887565
809	0.05971768061
810	0.05966240551
811	0.05958284695
812	0.05948886992
813	0.05943929463
814	0.05934524802
815	0.05928051847
816	0.0592316883
817	0.05907952228
818	0.0589607052
819	0.05891611954
820	0.05882285814
821	0.05877009332
822	0.05867358645
823	0.05859004414
824	0.05853594588
825	0.05845785399
826	0.0583582725
827	0.05831441267
828	0.05828717779
829	0.0581950919
830	0.05809072373
831	0.05801217091
832	0.05792329679
833	0.05787535957
834	0.05782127683
835	0.05776719627
836	0.05769976602
837	0.05765237332
838	0.05760348038
839	0.05753108304
840	0.05742001704
841	0.05734866115
842	0.05728141716
843	0.0571588495
844	0.05711983379
845	0.05703677554
846	0.05697280376
847	0.05690259636
848	0.05684576056
849	0.05675358757
850	0.05669163658
851	0.05663681529
852	0.05655954758
853	0.05651707499
854	0.05643306042
855	0.05640330798
856	0.05632524186
857	0.05626523909
858	0.05619370415
859	0.05609866518
860	0.0560134718
861	0.05594479184
862	0.05589036039
863	0.05587713927
864	0.05583441835
865	0.05578746129
866	0.05573247802
867	0.05571070631
868	0.05565936759
869	0.05556032327
870	0.05552229489
871	0.05547541303
872	0.05543743705
873	0.05536633581
874	0.05529307212
875	0.05518831619
876	0.05513031449
877	0.05507135031
878	0.05502614988
879	0.05491366543
880	0.05485497929
881	0.05477249587
882	0.05474281426
883	0.0546805952
884	0.05458036737
885	0.05453144839
886	0.05447269146
887	0.05440108277
888	0.05432788447
889	0.05423408338
890	0.05414447135
891	0.05407876108
892	0.05401284834
893	0.05394879414
894	0.05391614681
895	0.05382317196
896	0.05378625636
897	0.05370926145
898	0.05367184731
899	0.05360960645
900	0.05353027975
901	0.05347234095
902	0.05344282808
903	0.0534107656
904	0.05335245932
905	0.05331469635
906	0.05326129327
907	0.05320889667
908	0.05312349449
909	0.05306552834
910	0.05299486497
911	0.05291717942
912	0.05283743151
913	0.05276821271
914	0.05269209197
915	0.05263648782
916	0.0525538001
917	0.05251452544
918	0.05246046123
919	0.05240661852
920	0.05232829159
921	0.05225965179
922	0.05213625204
923	0.05210133243
924	0.05202471741
925	0.05194624608
926	0.05188312792
927	0.05184124476
928	0.05181133411
929	0.05176058959
930	0.05170702923
931	0.05167685697
932	0.05161500345
933	0.05155672507
934	0.05152991336
935	0.05146843694
936	0.05140943042
937	0.05136766603
938	0.05129311135
939	0.05127193553
940	0.05124585741
941	0.05118332063
942	0.0511312903
943	0.05104791287
944	0.05100781072
945	0.05096939913
946	0.05088151592
947	0.05083887731
948	0.05080014036
949	0.05074945719
950	0.05071953272
951	0.05066520085
952	0.05057452093
953	0.05054084011
954	0.05046879778
955	0.05044683279
956	0.05040131435
957	0.0503214512
958	0.05029749834
959	0.05025266254
960	0.05020354179
961	0.0501512617
962	0.05010433969
963	0.05006877594
964	0.04999409478
965	0.04993708413
966	0.04985025107
967	0.04980021748
968	0.04976340171
969	0.04968619293
970	0.04962699356
971	0.04960838322
972	0.04956463431
973	0.04950921446
974	0.04947650509
975	0.04943841066
976	0.04939044036
977	0.04934796336
978	0.0493015404
979	0.04920467008
980	0.04915642964
981	0.04910039262
982	0.04907401292
983	0.04900378086
984	0.0489588506
985	0.04892026998
986	0.04889584752
987	0.04885809472
988	0.04881748112
989	0.04876154605
990	0.04872828696
991	0.04866554338
992	0.04861068535
993	0.04851942972
994	0.04847040938
995	0.04843245591
996	0.04837516952
997	0.04831148235
998	0.04827481557
999	0.04824015609
1000	0.0482166602
1001	0.04820198404
1002	0.04814862188
1003	0.04813293407
1004	0.04807099816
1005	0.04803709217
1006	0.04798868767
1007	0.04794691513
1008	0.04791357088
1009	0.0478694147
1010	0.04778861942
1011	0.0477450588
1012	0.04771423632
1013	0.04765980827
1014	0.04763270889
1015	0.04756413701
1016	0.04753044876
1017	0.04750437112
1018	0.04745574557
1019	0.04742797414
1020	0.04736287613
1021	0.04734501244
1022	0.04725325407
1023	0.04720836977
1024	0.04714914882
1025	0.04709047193
1026	0.04702922881
1027	0.04698043117
1028	0.04693875361
1029	0.0468921339
1030	0.04686717481
1031	0.046836509
1032	0.04674218917
1033	0.04671223852
1034	0.04666464551
1035	0.04659087776
1036	0.04656810589
1037	0.0465285575
1038	0.04646802043
1039	0.04641309955
1040	0.0463763088
1041	0.04634265208
1042	0.04632078836
1043	0.04629330157
1044	0.04622095275
1045	0.04618313933
1046	0.04612931535
1047	0.04603368875
1048	0.04597738715
1049	0.0459336693
1050	0.04586038064
1051	0.04583152313
1052	0.04576777558
1053	0.04572411979
1054	0.04566752477
1055	0.04564460827
1056	0.04562166027
1057	0.04557316261
1058	0.04554906741
1059	0.04549076269
1060	0.0454699491
1061	0.04542042291
1062	0.045378824
1063	0.04532562462
1064	0.04522261988
1065	0.04518369039
1066	0.04514844112
1067	0.04513124965
1068	0.04505452588
1069	0.04504580386
1070	0.04498436525
1071	0.04495497256
1072	0.04494028303
1073	0.04493868957
1074	0.04491834806
1075	0.04488036982
1076	0.04483097205
1077	0.04477494408
1078	0.04470989945
1079	0.04467412157
1080	0.04462328203
1081	0.04458537477
1082	0.0445316713
1083	0.04448445607
1084	0.04446656768
1085	0.04442198696
1086	0.0444032814
1087	0.0443646712
1088	0.04430609753
1089	0.04424161971
1090	0.04421040203
1091	0.04415981717
1092	0.0441066223
1093	0.04408203356
1094	0.04404285593
1095	0.04402882694
1096	0.04399157353
1097	0.04396597874
1098	0.0439497123
1099	0.04390969847
1100	0.04385673821
1101	0.0438343291
1102	0.04375671028
1103	0.04372195606
1104	0.04370469861
1105	0.04366065258
1106	0.0435927169
1107	0.04356184194
1108	0.04351096775
1109	0.04342547734
1110	0.04339265384
1111	0.04334171862
1112	0.04325995058
1113	0.04319573312
1114	0.04315252096
1115	0.04311363203
1116	0.04307754852
1117	0.04303721968
1118	0.04301978862
1119	0.042992112
1120	0.04294522143
1121	0.04291398819
1122	0.04287068528
1123	0.04281318557
1124	0.04277161723
1125	0.04272480931
1126	0.04268581503
1127	0.04266512715
1128	0.04261197498
1129	0.04257588729
1130	0.04256523324
1131	0.04251585482
1132	0.04247583174
1133	0.04242581918
1134	0.0423665505
1135	0.04233113804
1136	0.04232392235
1137	0.04228579613
1138	0.04225896282
1139	0.04223017794
1140	0.04219261931
1141	0.04215899972
1142	0.04213775121
1143	0.04212119071
1144	0.04207769573
1145	0.04204630855
1146	0.04200204305
1147	0.0419571407
1148	0.04191950765
1149	0.04185705948
1150	0.04181547654
1151	0.04177096291
1152	0.04176401106
1153	0.0417128264
1154	0.04166484937
1155	0.04162346456
1156	0.04159247128
1157	0.04157413769
1158	0.04156887098
1159	0.04155654377
1160	0.04152857366
1161	0.04148454432
1162	0.04142733413
1163	0.04140171484
1164	0.04133255065
1165	0.04131406976
1166	0.04125841204
1167	0.04119475666
1168	0.04114906944
1169	0.04107846314
1170	0.04103554784
1171	0.04100123876
1172	0.0409703661
1173	0.0409110135
1174	0.04086855311
1175	0.0408331436
1176	0.0407843269
1177	0.0407509118
1178	0.04069223188
1179	0.04064152826
1180	0.04058842404
1181	0.04056000074
1182	0.04053784362
1183	0.04049596821
1184	0.0404650048
1185	0.04041985629
1186	0.04037000021
1187	0.04035035726
1188	0.04033973092
1189	0.04028890133
1190	0.04025826707
1191	0.04022796891
1192	0.04018786999
1193	0.04016192786
1194	0.04013121638
1195	0.04009069115
1196	0.04005817875
1197	0.04001319883
1198	0.03995931994
1199	0.0399495527
